date,year,month,sudden-onset environmental disaster,environmental cooperation,environmental government initiatives,environmental security,environmental -999,environmental arrest,human-induced disaster,displacement,-999,environmental legal action,environmental opinion,slow-onset environmental disaster,environmental corruption,environmental crime,environmental legal change,environmental activism,environmental corporate initiatives,lethal environmental violence,environmental protests,nonlethal environmental violence,total_articles,total_from_source,total_label_events,total_local_docs,sudden-onset environmental disaster_norm,environmental cooperation_norm,environmental government initiatives_norm,environmental security_norm,environmental -999_norm,environmental arrest_norm,human-induced disaster_norm,displacement_norm,-999_norm,environmental legal action_norm,environmental opinion_norm,slow-onset environmental disaster_norm,environmental corruption_norm,environmental crime_norm,environmental legal change_norm,environmental activism_norm,environmental corporate initiatives_norm,lethal environmental violence_norm,environmental protests_norm,nonlethal environmental violence_norm
2022-07-01,2022,7,79,2,9,1,13,0,21,1,16,3,10,17,0,1,1,2,2,0,0,0,157,157,178,2859,0.027632039174536600,0.0006995452955578870,0.0031479538300104900,0.0003497726477789440,0.004547044421126270,0.0,0.007345225603357820,0.0003497726477789440,0.005596362364463100,0.001049317943336830,0.003497726477789440,0.005946135012242040,0.0,0.0003497726477789440,0.0003497726477789440,0.0006995452955578870,0.0006995452955578870,0.0,0.0,0.0
2022-08-01,2022,8,18,1,10,1,13,2,11,0,12,1,12,14,2,0,0,1,2,0,0,0,90,90,100,2604,0.0069124423963133600,0.00038402457757296500,0.0038402457757296500,0.00038402457757296500,0.0049923195084485400,0.0007680491551459290,0.004224270353302610,0.0,0.004608294930875580,0.00038402457757296500,0.004608294930875580,0.005376344086021510,0.0007680491551459290,0.0,0.0,0.00038402457757296500,0.0007680491551459290,0.0,0.0,0.0
2022-09-01,2022,9,10,1,6,0,18,0,5,0,14,0,8,6,0,0,0,2,2,0,0,0,65,65,72,2953,0.0033863867253640400,0.0003386386725364040,0.002031832035218420,0.0,0.0060954961056552700,0.0,0.0016931933626820200,0.0,0.004740941415509650,0.0,0.0027091093802912300,0.002031832035218420,0.0,0.0,0.0,0.0006772773450728070,0.0006772773450728070,0.0,0.0,0.0
2022-10-01,2022,10,14,2,5,0,39,0,6,1,20,0,20,17,1,0,1,1,9,0,0,0,118,118,136,2901,0.004825922095829020,0.0006894174422612890,0.001723543605653220,0.0,0.01344364012409510,0.0,0.002068252326783870,0.0003447087211306450,0.006894174422612890,0.0,0.006894174422612890,0.005860048259220960,0.0003447087211306450,0.0,0.0003447087211306450,0.0003447087211306450,0.0031023784901758000,0.0,0.0,0.0
2022-11-01,2022,11,9,1,6,1,24,0,4,1,9,0,15,12,0,0,0,3,5,0,0,0,77,77,90,2701,0.0033320992225101800,0.00037023324694557600,0.0022213994816734500,0.00037023324694557600,0.008885597926693820,0.0,0.001480932987782300,0.00037023324694557600,0.0033320992225101800,0.0,0.0055534987041836400,0.004442798963346910,0.0,0.0,0.0,0.0011106997408367300,0.0018511662347278800,0.0,0.0,0.0
2022-12-01,2022,12,28,3,4,0,20,0,7,0,14,0,10,2,0,0,1,0,1,0,1,0,85,85,91,3348,0.008363201911589010,0.0008960573476702510,0.0011947431302270000,0.0,0.005973715651135010,0.0,0.002090800477897250,0.0,0.004181600955794500,0.0,0.002986857825567500,0.0005973715651135010,0.0,0.0,0.0002986857825567500,0.0,0.0002986857825567500,0.0,0.0002986857825567500,0.0
2023-01-01,2023,1,3,1,0,0,14,0,7,1,5,1,3,7,0,1,1,1,0,0,0,1,38,38,46,2746,0.0010924981791697000,0.0003641660597232340,0.0,0.0,0.005098324836125270,0.0,0.0025491624180626400,0.0003641660597232340,0.001820830298616170,0.0003641660597232340,0.0010924981791697000,0.0025491624180626400,0.0,0.0003641660597232340,0.0003641660597232340,0.0003641660597232340,0.0,0.0,0.0,0.0003641660597232340
2023-02-01,2023,2,37,0,2,0,18,0,3,0,11,0,6,7,0,1,0,0,1,0,1,1,81,81,88,2582,0.014329976762199800,0.0,0.000774593338497289,0.0,0.006971340046475600,0.0,0.0011618900077459300,0.0,0.004260263361735090,0.0,0.0023237800154918700,0.002711076684740510,0.0,0.0003872966692486450,0.0,0.0,0.0003872966692486450,0.0,0.0003872966692486450,0.0003872966692486450
2023-03-01,2023,3,2,5,7,1,18,0,1,1,11,1,8,9,0,0,0,0,6,0,0,0,60,60,70,2903,0.0006889424733034790,0.001722356183258700,0.002411298656562180,0.0003444712366517400,0.006200482259731310,0.0,0.0003444712366517400,0.0003444712366517400,0.0037891836031691400,0.0003444712366517400,0.002755769893213920,0.003100241129865660,0.0,0.0,0.0,0.0,0.0020668274199104400,0.0,0.0,0.0
2023-04-01,2023,4,7,0,2,1,13,0,5,1,7,0,10,9,0,1,1,0,5,0,0,0,57,57,62,2629,0.0026626093571700300,0.0,0.0007607455306200080,0.0003803727653100040,0.00494484594903005,0.0,0.001901863826550020,0.0003803727653100040,0.0026626093571700300,0.0,0.003803727653100040,0.003423354887790030,0.0,0.0003803727653100040,0.0003803727653100040,0.0,0.001901863826550020,0.0,0.0,0.0
2023-05-01,2023,5,11,3,8,0,29,0,9,0,19,1,24,16,0,0,1,3,2,0,0,0,104,104,126,3049,0.0036077402427025300,0.0009839291571006890,0.0026238110856018400,0.0,0.009511315185306660,0.0,0.0029517874713020700,0.0,0.006231551328304360,0.00032797638570023000,0.00787143325680551,0.005247622171203670,0.0,0.0,0.00032797638570023000,0.0009839291571006890,0.0006559527714004590,0.0,0.0,0.0
2023-06-01,2023,6,9,4,5,0,27,0,6,0,18,0,13,4,0,0,0,5,12,0,0,0,88,88,103,2853,0.0031545741324921100,0.0014020329477742700,0.0017525411847178400,0.0,0.00946372239747634,0.0,0.002103049421661410,0.0,0.006309148264984230,0.0,0.004556607080266390,0.0014020329477742700,0.0,0.0,0.0,0.0017525411847178400,0.004206098843322820,0.0,0.0,0.0
2023-07-01,2023,7,18,2,11,0,27,0,9,0,17,2,15,13,0,0,3,4,2,0,0,0,107,107,123,2884,0.0062413314840499300,0.0006934812760055480,0.0038141470180305100,0.0,0.009361997226074900,0.0,0.0031206657420249700,0.0,0.005894590846047160,0.0006934812760055480,0.005201109570041610,0.004507628294036060,0.0,0.0,0.0010402219140083200,0.0013869625520111000,0.0006934812760055480,0.0,0.0,0.0
2023-08-01,2023,8,18,0,5,0,17,0,12,0,13,1,6,12,0,1,0,1,0,0,0,0,74,74,86,2587,0.006957866254348670,0.0,0.001932740626207960,0.0,0.006571318129107070,0.0,0.004638577502899110,0.0,0.005025125628140700,0.00038654812524159300,0.0023192887514495600,0.004638577502899110,0.0,0.00038654812524159300,0.0,0.00038654812524159300,0.0,0.0,0.0,0.0
2023-09-01,2023,9,796,1,1,0,26,0,12,7,196,0,37,4,3,0,2,2,3,0,0,0,1052,1052,1090,3489,0.22814560045858400,0.00028661507595299500,0.00028661507595299500,0.0,0.007451991974777870,0.0,0.0034393809114359400,0.002006305531670970,0.05617655488678700,0.0,0.01060475781026080,0.0011464603038119800,0.0008598452278589850,0.0,0.0005732301519059900,0.0005732301519059900,0.0008598452278589850,0.0,0.0,0.0
2023-10-01,2023,10,94,2,5,1,31,0,7,1,51,0,16,9,0,2,2,0,3,0,0,0,202,202,224,3108,0.030244530244530200,0.0006435006435006440,0.0016087516087516100,0.00032175032175032200,0.009974259974259970,0.0,0.0022522522522522500,0.00032175032175032200,0.016409266409266400,0.0,0.005148005148005150,0.0028957528957529000,0.0,0.0006435006435006440,0.0006435006435006440,0.0,0.0009652509652509650,0.0,0.0,0.0
2023-11-01,2023,11,40,4,3,0,18,0,6,0,27,0,28,5,0,0,3,0,6,0,0,0,128,128,140,2829,0.014139271827500900,0.0014139271827500900,0.0010604453870625700,0.0,0.006362672322375400,0.0,0.0021208907741251300,0.0,0.009544008483563100,0.0,0.00989749027925062,0.0017674089784376100,0.0,0.0,0.0010604453870625700,0.0,0.0021208907741251300,0.0,0.0,0.0
2023-12-01,2023,12,19,7,8,0,25,0,4,0,18,0,20,16,1,2,1,1,8,0,0,0,120,120,130,2809,0.006763972944108220,0.002491990032039870,0.002847988608045570,0.0,0.0088999644001424,0.0,0.001423994304022780,0.0,0.006407974368102530,0.0,0.00711997152011392,0.005695977216091140,0.000355998576005696,0.000711997152011392,0.000355998576005696,0.000355998576005696,0.002847988608045570,0.0,0.0,0.0
2024-01-01,2024,1,17,2,19,0,25,0,15,0,21,1,20,18,0,2,0,0,3,0,0,0,118,118,143,2706,0.006282335550628230,0.0007390983000739100,0.007021433850702140,0.0,0.009238728750923870,0.0,0.005543237250554320,0.0,0.007760532150776050,0.0003695491500369550,0.007390983000739100,0.0066518847006651900,0.0,0.0007390983000739100,0.0,0.0,0.0011086474501108600,0.0,0.0,0.0
2024-02-01,2024,2,12,0,8,1,30,0,13,0,16,3,18,13,1,0,1,1,8,0,0,0,111,111,125,2761,0.004346251358203550,0.0,0.002897500905469030,0.0003621876131836290,0.010865628395508900,0.0,0.004708438971387180,0.0,0.005795001810938070,0.0010865628395508900,0.0065193770373053200,0.004708438971387180,0.0003621876131836290,0.0,0.0003621876131836290,0.0003621876131836290,0.002897500905469030,0.0,0.0,0.0
2024-03-01,2024,3,28,5,9,0,33,0,5,0,17,0,10,18,1,0,0,2,0,0,0,0,117,117,128,2854,0.009810791871058160,0.001751927119831820,0.003153468815697270,0.0,0.011562718990890000,0.0,0.001751927119831820,0.0,0.005956552207428170,0.0,0.00350385423966363,0.006306937631394530,0.000350385423966363,0.0,0.0,0.000700770847932726,0.0,0.0,0.0,0.0
2024-04-01,2024,4,16,4,4,0,20,0,5,0,12,0,18,16,1,5,0,0,5,0,0,0,97,97,106,2451,0.006527947776417790,0.0016319869441044500,0.0016319869441044500,0.0,0.008159934720522240,0.0,0.002039983680130560,0.0,0.004895960832313340,0.0,0.0073439412484700100,0.006527947776417790,0.0004079967360261120,0.002039983680130560,0.0,0.0,0.002039983680130560,0.0,0.0,0.0
2024-05-01,2024,5,11,2,10,0,38,0,5,1,18,0,23,9,1,1,1,2,5,0,0,0,109,109,127,2811,0.003913198150124510,0.000711490572749911,0.0035574528637495600,0.0,0.01351832088224830,0.0,0.0017787264318747800,0.0003557452863749560,0.0064034151547492000,0.0,0.008182141586623980,0.0032017075773746000,0.0003557452863749560,0.0003557452863749560,0.0003557452863749560,0.000711490572749911,0.0017787264318747800,0.0,0.0,0.0
2024-06-01,2024,6,11,4,3,0,21,0,8,0,18,0,7,9,0,1,0,2,2,0,0,0,74,74,86,2391,0.004600585529067340,0.001672940192388120,0.0012547051442910900,0.0,0.00878293601003764,0.0,0.003345880384776240,0.0,0.0075282308657465500,0.0,0.0029276453366792100,0.0037641154328732700,0.0,0.0004182350480970310,0.0,0.000836470096194061,0.000836470096194061,0.0,0.0,0.0
2024-07-01,2024,7,12,3,3,0,30,0,6,0,21,2,16,12,1,2,0,0,3,0,0,0,93,93,111,2769,0.004333694474539550,0.0010834236186348900,0.0010834236186348900,0.0,0.010834236186348900,0.0,0.0021668472372697700,0.0,0.007583965330444200,0.0007222824124232580,0.00577825929938606,0.004333694474539550,0.00036114120621162900,0.0007222824124232580,0.0,0.0,0.0010834236186348900,0.0,0.0,0.0
2024-08-01,2024,8,10,1,1,0,15,0,8,1,13,1,12,12,0,1,1,0,0,0,0,0,69,69,76,2312,0.004325259515570940,0.00043252595155709300,0.00043252595155709300,0.0,0.006487889273356400,0.0,0.0034602076124567500,0.00043252595155709300,0.005622837370242220,0.00043252595155709300,0.005190311418685120,0.005190311418685120,0.0,0.00043252595155709300,0.00043252595155709300,0.0,0.0,0.0,0.0,0.0
2024-09-01,2024,9,58,4,5,0,20,0,9,1,33,0,14,11,0,1,1,0,4,0,0,0,147,147,161,2510,0.023107569721115500,0.0015936254980079700,0.00199203187250996,0.0,0.00796812749003984,0.0,0.0035856573705179300,0.00039840637450199200,0.013147410358565700,0.0,0.005577689243027890,0.004382470119521910,0.0,0.00039840637450199200,0.00039840637450199200,0.0,0.0015936254980079700,0.0,0.0,0.0
2024-10-01,2024,10,22,1,6,0,29,0,5,0,22,3,9,11,0,2,0,1,3,0,0,0,101,101,114,2937,0.00749063670411985,0.00034048348655090200,0.0020429009193054100,0.0,0.009874021109976170,0.0,0.0017024174327545100,0.0,0.00749063670411985,0.0010214504596527100,0.0030643513789581200,0.003745318352059930,0.0,0.0006809669731018050,0.0,0.00034048348655090200,0.0010214504596527100,0.0,0.0,0.0
2024-11-01,2024,11,10,5,8,0,20,0,7,0,13,1,13,9,1,3,1,1,7,0,0,0,87,87,99,2638,0.0037907505686125900,0.0018953752843062900,0.003032600454890070,0.0,0.0075815011372251700,0.0,0.00265352539802881,0.0,0.004927975739196360,0.0003790750568612590,0.004927975739196360,0.003411675511751330,0.0003790750568612590,0.0011372251705837800,0.0003790750568612590,0.0003790750568612590,0.00265352539802881,0.0,0.0,0.0
2024-12-01,2024,12,16,4,9,0,27,0,7,0,20,2,16,7,0,1,1,1,4,0,0,0,101,101,115,2855,0.005604203152364270,0.0014010507880910700,0.0031523642732049000,0.0,0.009457092819614710,0.0,0.0024518388791593700,0.0,0.0070052539404553400,0.0007005253940455340,0.005604203152364270,0.0024518388791593700,0.0,0.0003502626970227670,0.0003502626970227670,0.0003502626970227670,0.0014010507880910700,0.0,0.0,0.0
2025-01-01,2025,1,13,0,3,0,13,1,12,0,7,3,12,13,0,2,2,0,0,0,0,0,74,74,81,2409,0.005396430053964300,0.0,0.0012453300124533000,0.0,0.005396430053964300,0.00041511000415110000,0.0049813200498132000,0.0,0.0029057700290577000,0.0012453300124533000,0.0049813200498132000,0.005396430053964300,0.0,0.0008302200083022000,0.0008302200083022000,0.0,0.0,0.0,0.0,0.0
2025-02-01,2025,2,16,0,4,0,18,0,7,0,11,1,11,9,2,4,1,0,2,0,1,0,78,78,87,2187,0.007315957933241880,0.0,0.001828989483310470,0.0,0.00823045267489712,0.0,0.003200731595793320,0.0,0.005029721079103800,0.0004572473708276180,0.005029721079103800,0.00411522633744856,0.0009144947416552360,0.001828989483310470,0.0004572473708276180,0.0,0.0009144947416552360,0.0,0.0004572473708276180,0.0
2025-03-01,2025,3,22,0,5,0,16,0,8,0,18,1,9,12,1,0,2,1,1,0,0,0,86,86,96,2373,0.009270965023177410,0.0,0.002107037505267590,0.0,0.0067425200168563,0.0,0.00337126000842815,0.0,0.007585335018963340,0.00042140750105351900,0.0037926675094816700,0.0050568900126422300,0.00042140750105351900,0.0,0.0008428150021070380,0.00042140750105351900,0.00042140750105351900,0.0,0.0,0.0
2025-04-01,2025,4,13,0,4,0,22,0,2,0,15,0,9,6,1,1,0,1,4,0,0,0,73,73,78,2257,0.0057598582188746100,0.0,0.0017722640673460300,0.0,0.00974745237040319,0.0,0.0008861320336730170,0.0,0.00664599025254763,0.0,0.003987594151528580,0.002658396101019050,0.00044306601683650900,0.00044306601683650900,0.0,0.00044306601683650900,0.0017722640673460300,0.0,0.0,0.0
2025-05-01,2025,5,13,3,8,0,35,0,6,1,12,0,15,3,0,1,0,1,5,0,0,1,90,90,104,2433,0.005343197698314840,0.0012330456226880400,0.0032881216605014400,0.0,0.014385532264693800,0.0,0.002466091245376080,0.0004110152075626800,0.004932182490752160,0.0,0.006165228113440200,0.0012330456226880400,0.0,0.0004110152075626800,0.0,0.0004110152075626800,0.002055076037813400,0.0,0.0,0.0004110152075626800
2025-06-01,2025,6,20,0,3,0,18,0,5,0,11,0,7,11,0,1,1,0,1,0,0,0,74,74,78,1993,0.010035122930255900,0.0,0.0015052684395383800,0.0,0.009031610637230310,0.0,0.002508780732563970,0.0,0.0055193176116407400,0.0,0.0035122930255895600,0.0055193176116407400,0.0,0.0005017561465127950,0.0005017561465127950,0.0,0.0005017561465127950,0.0,0.0,0.0
2025-07-01,2025,7,15,3,2,0,5,0,7,0,5,1,10,11,0,2,0,0,0,0,1,0,54,54,62,2130,0.007042253521126760,0.0014084507042253500,0.0009389671361502350,0.0,0.002347417840375590,0.0,0.0032863849765258200,0.0,0.002347417840375590,0.00046948356807511700,0.004694835680751170,0.005164319248826290,0.0,0.0009389671361502350,0.0,0.0,0.0,0.0,0.00046948356807511700,0.0
2025-08-01,2025,8,16,0,3,0,10,0,5,1,11,0,6,13,0,0,1,0,1,0,0,0,58,58,67,1666,0.009603841536614650,0.0,0.001800720288115250,0.0,0.006002400960384150,0.0,0.003001200480192080,0.0006002400960384150,0.006602641056422570,0.0,0.003601440576230490,0.0078031212484994000,0.0,0.0,0.0006002400960384150,0.0,0.0006002400960384150,0.0,0.0,0.0
2025-09-01,2025,9,19,0,4,1,9,0,8,0,11,0,2,2,0,1,2,0,1,0,0,0,52,52,60,1882,0.010095642933049900,0.0,0.0021253985122210400,0.0005313496280552600,0.004782146652497340,0.0,0.004250797024442080,0.0,0.005844845908607860,0.0,0.0010626992561105200,0.0010626992561105200,0.0,0.0005313496280552600,0.0010626992561105200,0.0,0.0005313496280552600,0.0,0.0,0.0
2025-10-01,2025,10,6,3,7,0,4,0,5,0,7,1,4,7,0,2,1,0,0,0,0,0,44,44,47,2099,0.0028585040495474000,0.0014292520247737000,0.0033349213911386400,0.0,0.0019056693663649400,0.0,0.0023820867079561700,0.0,0.0033349213911386400,0.0004764173415912340,0.0019056693663649400,0.0033349213911386400,0.0,0.0009528346831824680,0.0004764173415912340,0.0,0.0,0.0,0.0,0.0
2025-11-01,2025,11,5,0,2,0,8,0,3,0,7,0,1,5,0,0,1,0,1,0,0,0,32,32,33,1555,0.003215434083601290,0.0,0.0012861736334405100,0.0,0.005144694533762060,0.0,0.0019292604501607700,0.0,0.0045016077170418,0.0,0.0006430868167202570,0.003215434083601290,0.0,0.0,0.0006430868167202570,0.0,0.0006430868167202570,0.0,0.0,0.0
2025-12-01,2025,12,4,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,8,8,651,0.006144393241167440,0.0,0.0,0.0,0.0030721966205837200,0.0,0.0,0.0,0.0015360983102918600,0.0,0.0,0.0,0.0,0.0015360983102918600,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01,2026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
2026-02-01,2026,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
